Ceres Product Code,Order (UNITS),Order (CASES),Product Description,Unit Size,Quantity,Unit Trade Price,Case Trade Price
,,,,,,,
GROCERY,,,,,,,
,,,,,,,
,,,SPECIALITY - JAPANESE,,,,
,,,Kuzu,,,,
41006,,,Arrowroot Powder,5kg,5 Kg,$34.98,$174.90
,,,Mitoku,,,,
40909,,,Arame Seaweed,1kg,1 Kg,$69.00,$69.00
40879,,,Shiitake Mushroom,10kg,10 Kg,$115.39,$1153.90
40165,,,Tea Kukicha (Bancka Twig),1kg,1 Kg,$21.65,$21.65
,,,,,,,
HEALTH & BEAUTY,,,,,,,
,,,,,,,
,,,DR HAUSCHKA - DR H MED,,,,
,,,Dr Hauschka Med,,,,
37623,,,Body- Ice Plant Body Care Lotion,200ml,Each,$32.05,$32.05
37747,,,Face-  Ice Plant Face Cream,40ml,Each,$42.91,$42.91
37625,,,Lip Care - Labimint Acute Lip Care,5ml,Each,$11.95,$11.95
37629,,,Mouthwash - Sage,300ml,Each,$12.49,$12.49
37624,,,Skin- Intensive Ice Plant Cream - for dry itchy flaky skin,50ml,Each,$29.33,$29.33
37626,,,Tooth Gel -Sensitive Orange for Children,50ml,Each,$4.89,$4.89
37628,,,Toothpaste Fortifying Mint,75ml,Each,$5.98,$5.98
37627,,,Toothpaste Sensitive Saltwater,75ml,Each,$5.98,$5.98
,,,HEALTH - WALA,,,,
,,,Wala,,,,
30914,,,Sage Pastilles - Refill Packet,30 Pcs,Each,$3.60,$3.60
30948,,,Sage Pastilles - Tin,30 Pcs,Each,$4.08,$4.08
,,,HEALTH - ORGANIKA,,,,
,,,Organic Formulations,,,,
30729,,,Baby Powder (Non Talc - Corn Starch),100g,Each,$9.09,$9.09
30727,,,Baby Shampoo,250ml,Each,$9.09,$9.09
31015,,,Bugger Another Insect Repellent,125ml,Each,$8.88,$8.88
11309,,,Childrens Orange Toothpaste,100ml,Each,$5.93,$5.93
32057,,,Conditioner Coconut for all hair types,500ml,Each,$7.77,$7.77
32092,,,Conditioner Fragrance Free,500ml,Each,$7.77,$7.77
32055,,,Conditioner Lavender for normal hair,500ml,Each,$7.77,$7.77
32094,,,Deodorant Fragrance Free,70ml,Each,$8.42,$8.42
30999,,,Evening Bliss Deodorant,70ml,Each,$8.42,$8.42
32093,,,Hand & Body Wash Fragrance Free,250ml,Each,$5.24,$5.24
32059,,,Hand and Body Wash Coconut,250ml,Each,$5.24,$5.24
32060,,,Hand and Body Wash Lavender,250ml,Each,$5.24,$5.24
32058,,,Hand and Body Wash Vanilla,250ml,Each,$5.24,$5.24
31657,,,Herbal Toothpaste,100g,Each,$6.82,$6.82
31380,,,Lavender & Ylang Ylang Conditioner,375ml,Each,$9.98,$9.98
31379,,,Lavender & Ylang Ylang Shampoo,375ml,Each,$9.98,$9.98
31293,,,Lavender Fields Deodorant,70ml,Each,$8.42,$8.42
31149,,,Lemon Kiss Deodorant,70ml,Each,$8.42,$8.42
31658,,,Lemon Toothpaste,100g,Each,$6.82,$6.82
30997,,,Live It Up Deodorant,70ml,Each,$8.42,$8.42
31061,,,Mint Mouthwash,250ml,Each,$6.82,$6.82
31060,,,Mint Toothpaste,100g,Each,$6.82,$6.82
31062,,,Mouth Freshener - Mint,50ml,Each,$6.82,$6.82
30998,,,Mystic Wish Deodorant,70ml,Each,$8.42,$8.42
11404,,,Passion Rose Deodorant Spray,125ml,Each,$8.30,$8.30
31237,,,Rosehip Oil (100% Rosehip),25ml,Each,$14.23,$14.23
31311,,,Rosewood & Almond Conditioner,375ml,Each,$9.98,$9.98
31310,,,Rosewood & Almond Shampoo,375ml,Each,$9.98,$9.98
32056,,,Shampoo Coconut for all hair types,500ml,Each,$7.77,$7.77
32091,,,Shampoo Fragrance Free,500ml,Each,$7.77,$7.77
32054,,,Shampoo Lavender for normal hair,500ml,Each,$7.77,$7.77
31000,,,Vanilla Kiss Deodorant,70ml,Each,$8.42,$8.42
,,,HEALTH - GREEN PEOPLE,,,,
,,,Green People,,,,
31832,,,Oy! Face The Sun SPF15,50ml,Each,$17.81,$17.81
31830,,,Self Tan,200ml,Each,$24.62,$24.62
31829,,,Sun Lotion Children's (Lavender)SPF25,150ml,Each,$23.05,$23.05
31828,,,Sun Lotion Children's (No Scent)SPF25,150ml,Each,$23.05,$23.05
31827,,,Sun Lotion SPF15 (With Tan Accelerator),200ml,Each,$25.67,$25.67
31826,,,Sun Lotion SPF25,200ml,Each,$25.67,$25.67
,,,HEALTH - ZAND,,,,
,,,Zand,,,,
31337,,,Blue Berries Blend Lozenges,Pack,Ctn 12,$3.82,$45.84
30846,,,Cherry Echinacea Zinc Lozenges,Pack,Ctn 12,$3.82,$45.84
31698,,,Cranberry Raspberry Herbal Lozenges,Pack,Ctn 12,$3.82,$45.84
30922,,,Elderberry Zinc Lozenges,Pack,Ctn 12,$3.82,$45.84
31336,,,Lemon Honey Lozenges,Pack,Ctn 12,$3.82,$45.84
30847,,,Lemon Zinc Lozenges,Pack,Ctn 12,$3.82,$45.84
,,,HEALTH - RAINBOW HENNA,,,,
,,,Rainbow Research,,,,
30957,,,Persian Black Henna,113g,Each,$10.48,$10.48
30967,,,Persian Blonde Henna,113g,Each,$10.48,$10.48
30961,,,Persian Burgundy Henna,113g,Each,$10.48,$10.48
30965,,,Persian Copper Henna,113g,Each,$10.48,$10.48
30962,,,Persian Dark Brown Henna,113g,Each,$10.48,$10.48
30964,,,Persian Light Brown Henna,113g,Each,$10.48,$10.48
30960,,,Persian Mahogany Henna,113g,Each,$10.48,$10.48
30968,,,Persian Marigold Blonde Henna,113g,Each,$10.48,$10.48
30963,,,Persian Medium Brown Henna,113g,Each,$10.48,$10.48
30969,,,Persian Neutral Henna,113g,Each,$10.48,$10.48
30958,,,Persian Red Henna,113g,Each,$10.48,$10.48
30959,,,Persian Sherry Henna,113g,Each,$10.48,$10.48
30966,,,Persian Strawberry Blonde Henna,113g,Each,$10.48,$10.48
,,,HEALTH - SPEICK,,,,
,,,Walter Rau,,,,
32188,,,Speick Men Active After Shave Lotion,100ml,Each,$17.65,$17.65
32186,,,Speick Men Active Deo Roll-On (Grey),50ml,Each,$9.42,$9.42
32187,,,Speick Men Active Deo Spray (Grey),75ml,Each,$10.47,$10.47
30792,,,Speick Men After Shave Balm - Sensitive,100ml,Each,$15.28,$15.28
30791,,,Speick Men After Shave Lotion,100ml,Each,$15.54,$15.54
32242,,,Speick Men Deo Spray (Blue),75ml,Each,$11.59,$11.59
31756,,,Speick Men Deo Stick (Blue),40ml,Each,$8.40,$8.40
30796,,,Speick Men Intensive Cream,50ml,Each,$17.39,$17.39
30794,,,Speick Men Pre Electric Shave Lotion,100ml,Each,$16.33,$16.33
30790,,,Speick Men Shaving Cream,75ml,Each,$5.53,$5.53
31360,,,Speick Men Shaving Foam,200ml,Each,$8.90,$8.90
30795,,,Speick Men Shaving Stick,50g,Each,$5.21,$5.21
30793,,,Speick Men Shower Gel,250ml,Each,$8.38,$8.38
32167,,,Speick Mens Active Shaving Cream,75ml,Each,$6.58,$6.58
32168,,,Speick Natural Active Deo Roll-on (Light Green),50ml,Each,$9.42,$9.42
32169,,,Speick Natural Active Deo Spray (Light Green),75ml,Each,$10.47,$10.47
30788,,,Speick Natural Deo Roll On (Green),50ml,Each,$9.22,$9.22
30789,,,Speick Natural Deo Spray (Green),75ml,Each,$11.59,$11.59
30802,,,Speick Natural Deodorant Stick (Green),40ml,Each,$7.85,$7.85
32240,,,Speick Natural Hand Cream,50ml,Each,$6.19,$37.14
,,,HEALTH - SOAPS,,,,
,,,Organic Formulations,,,,
30731,,,Bergamot / Macadamia Soap,100g,Each,$2.77,$2.77
30732,,,Lavender Soap,100g,Each,$2.77,$2.77
30733,,,Rose / Geranium Soap,100g,Each,$2.77,$2.77
30734,,,Vanilla / Almond Soap,100g,Each,$2.77,$2.77
,,,Walter Rau,,,,
30800,,,Pure Plant Oil Soap - Buttermilk,100g,Each,$2.50,$2.50
30803,,,Pure Plant Oil Soap - Calendula,100g,Each,$2.50,$2.50
30810,,,Pure Plant Oil Soap - Honey,100g,Each,$2.50,$2.50
30811,,,Pure Plant Oil Soap - Lavender,100g,Each,$2.50,$2.50
32088,,,Pure Plant Oil Soap - Quince,100g,Each,$2.50,$2.50
30801,,,Pure Plant Oil Soap - Wild Rose,100g,Each,$2.50,$2.50
,,,HEALTH - OTHER BODYCARE,,,,
,,,Brown's Brushware,,,,
30830,,,Long Handle Body Brush,Each,Each,$15.55,$15.55
,,,HEALTH - FOOD SUPPLEMENTS,,,,
,,,Ceres Organics,,,,
32272,,,Antioxidant Boost Superfood Blend,230g,Each,$10.51,$10.51
32273,,,Essential Omega Wholefood Blend,240g,Each,$10.51,$10.51
32270,,,Functional Fibre Wholefood Blend,200g,Each,$10.51,$10.51
,,,Growing Naturals,,,,
11989,,,Pea Protein Original (Cannister),456g,6 Outer,$20.95,$125.70
11990,,,Pea Protein Vanilla (Cannister),475g,6 Outer,$20.95,$125.70
11986,,,Rice Protein Powder Chocolate (Cannister),476g,6 Outer,$25.82,$154.92
11988,,,Rice Protein Powder Original (Cannister),459g,6 Outer,$25.82,$154.92
11987,,,Rice Protein Powder Vanilla Blast (Cannister),465g,6 Outer,$25.82,$154.92
,,,Planet,,,,
31813,,,3 Greens Powder (Barleygrass/Chlorella/Spirulina),300g,6 Outer,$27.13,$162.78
31814,,,3 Greens Powder (Barleygrass/Chlorella/Spirulina),125g,6 Outer,$16.27,$97.62
31821,,,Barley Grass Powder,200g,3 Outer,$21.70,$130.20
31823,,,Chlorella Powder,300g,3 Outer,$27.13,$162.78
31824,,,Chlorella Tabs,250 Tabs,6 Outer,$19.10,$19.10
31822,,,Maca Powder,300g,6 Outer,$21.70,$130.20
31815,,,Spirulina Powder,125g,6 Outer,$13.55,$81.30
31819,,,Spirulina Powder,300g,3 Outer,$23.33,$139.98
31816,,,Spirulina Tabs,500 Tabs,6 Outer,$29.85,$179.10
31817,,,Spirulina Tabs,250 Tabs,6 Outer,$19.10,$114.60
31818,,,Spirulina Tabs,125 Tabs,6 Outer,$10.84,$65.04
,,,Sensational Bee,,,,
30840,,,Bee Pollen,100 Caps,Each,$10.99,$10.99
30931,,,Bee Pollen,125g,Each,$13.14,$13.14
,,,Synergy,,,,
31674,,,Chlorella Powder,100g,Each,$13.15,$13.15
31673,,,Chlorella Tabs,200 Tabs,Each,$17.36,$17.36
31406,,,Spirulina Powder,100g,Each,$13.15,$13.15
31407,,,Spirulina Powder,200g,Each,$22.13,$22.13
31402,,,Spirulina Tabs,100 Tabs,Each,$10.51,$10.51
31403,,,Spirulina Tabs,200 Tabs,Each,$18.41,$18.41
31404,,,Spriulina Tabs,500 Tabs,Each,$32.94,$32.94
,,,HEALTH - NATURAL RUBBER SOOTHERS,,,,
,,,Natural Rubber Soothers,,,,
31945,,,Natural Rubberfish Teether,Each,Each,$5.26,$5.26
31944,,,Ortho Large 6-12 Months,Each,Each,$5.26,$5.26
31943,,,Ortho Small 0-6 Months,Each,Each,$5.26,$5.26
31942,,,Round Large 6+ Months,Each,Each,$5.26,$5.26
31941,,,Round Med 3-6 Months,Each,Each,$5.26,$5.26
31940,,,Round Small 0-3 Months,Each,Each,$5.26,$5.26
31946,,,Soother Saver,Each,Each,$5.26,$5.26
32023,,,Twin Pack Natural Rubber Soother  - Ortho Small 0-6 Months,Each,Each,$9.48,$9.48
32024,,,Twin Pack Natural Rubber Soother - Ortho Large 6-12 Months,Each,Each,$9.48,$9.48
32020,,,Twin Pack Natural Rubber Soother Round Small 0-3 Months,Each,Each,$9.48,$9.48
32021,,,Twin Pack Natural Soother 0 round Medium 3-6 months,Each,Each,$9.48,$9.48
,,,HEALTH - COOLA SUNCARE,,,,
,,,Coola Suncare,,,,
32247,,,Mineral Baby SPF50 Unscented Sunscreen,90ml,Each,$29.87,$29.87
32117,,,Mineral Body Sport SPF35 Citrus Mimosa Sunscreen,90ml,Each,$31.62,$31.62
32112,,,Mineral Face SPF20 Rose Essence Tint Sunscreen,50ml,Each,$31.62,$31.62
32113,,,Mineral Face SPF20 Unscented Sunscreen,50ml,Each,$31.62,$31.62
32115,,,Mineral Face SPF30 Cucumber Matte Finish Sunscreen,50ml,Each,$31.62,$31.62
32116,,,Mineral Face SPF30 Unscented Matte Finish Sunscreen,50ml,Each,$31.62,$31.62
,,,HEALTH - SOLEO SUNCARE,,,,
,,,Soleo,,,,
32260,,,Soleo Organic Sunscreen SPF 30,80g,Each,$18.39,$18.39
,,,HEALTH - NATRACARE,,,,
,,,Natracare,,,,
30706,,,Applicator Tampons Reg. 100% Cotton,16pk,12 Outer,$7.50,$90.00
30708,,,Applicator Tampons Sup. 100% Cotton,16pk,12 Outer,$7.93,$95.16
31620,,,Baby Wipes,50ct,16 Outer,$6.89,$110.24
33272,,,Cleansing Make-Up Removal Wipes,20pk,Ctn 14,$7.58,$106.12
31599,,,Cotton Panty Liners,22pk,16 Outer,$5.30,$84.80
30705,,,Digital Tampons Reg. 100% Cotton,20pk,12 Outer,$5.67,$68.04
30709,,,Digital Tampons Reg.100% Cotton,10pk,20 Outer,$3.86,$77.20
30707,,,Digital Tampons Sup. 100% Cotton,20pk,12 Outer,$6.04,$72.48
30710,,,Digital Tampons Sup. 100% Cotton,10pk,20 Outer,$4.01,$80.20
30853,,,Digital Tampons Sup. Plus 100% Cotton,20pk,12 Outer,$6.61,$79.32
31600,,,Dry N Light Incontinence Pads,20pk,6 Outer,$8.70,$52.20
31470,,,Intimate Wipes - Pure Cotton Wipes,12ct,24 Outer,$4.50,$108.00
31601,,,Maternity Pads,10pk,10 Outer,$7.30,$73.00
31107,,,Natural Panty Liners - Curved,30pk,16 Outer,$3.86,$61.76
30716,,,Natural Panty Liners Mini,30pk,10 Outer,$3.86,$38.60
31305,,,Natural Panty Liners Tanga,30pk,16 Outer,$3.86,$61.76
31667,,,Natural Ultra Pads - Super Plus,12pk,12 Outer,$5.30,$63.60
31699,,,Panty Liner Cotton Individually Wrapped 18pk,18pk,10 Outer,$3.86,$38.60
32237,,,Panty Liners Long,16pk,10 Outer,$3.86,$38.60
30713,,,Regular Press On Pads,14pk,12 Outer,$4.50,$54.00
30712,,,Super Press On Pads,12pk,12 Outer,$4.50,$54.00
32238,,,Ultra Extra Pads Normal,12pk,12 Outer,$4.50,$54.00
32239,,,Ultra Extra Pads Super,10pk,12 Outer,$4.50,$54.00
31666,,,Ultra Pads With Wings Long Pads,10pk,12 Outer,$5.30,$63.60
30715,,,Ultra Pads With Wings Regular,14pk,12 Outer,$5.30,$63.60
31665,,,Ultra Pads With Wings Super Pads,12pk,12 Outer,$5.30,$63.60
,,,HAIRCARE - GIOVANNI SHAMPOO & CONDITIONER,,,,
,,,Giovanni,,,,
32044,,,2chic Ultra Sleek Conditioner & Brazilian Keratin + Argan Oil,250ml,Each,$12.47,$12.47
32107,,,2chic Ultra-Moist Conditioner Avocado + Olive Oil,250ml,Each,$13.56,$13.56
32106,,,2chic Ultra-Moist Shampoo Avocado + Olive Oil,250ml,Each,$13.56,$13.56
32268,,,2chic Ultra-Repair Conditioner Blackberry + Coconut Milk,250ml,Each,$13.56,$13.56
32267,,,2chic Ultra-Repair Shampoo Blackberry + Coconut Milk,250ml,Each,$13.56,$13.56
32043,,,2chic Ultra-Sleek Shampoo Brazilian Keratin + Argan Oil,250ml,Each,$12.47,$12.47
32196,,,2chic Ultra-Volume Conditioner Tangerine & Papaya,250ml,Each,$13.56,$13.56
32195,,,2chic Ultra-Volume Shampoo Tangerine & Papaya,250ml,Each,$13.56,$13.56
30862,,,Conditioner 50/50 Balanced,250ml,Each,$10.84,$10.84
31706,,,Conditioner Colorflage Beautiful Blonde,250ml,Each,$13.04,$13.04
31714,,,Conditioner Colorflage Boldly Black,250ml,Each,$13.04,$13.04
31712,,,Conditioner Colorflage Brazenly Brunette,250ml,Each,$13.04,$13.04
31710,,,Conditioner Colorflage Perfectly Platinum,250ml,Each,$13.04,$13.04
31708,,,Conditioner Colorflage Remarkably Red,250ml,Each,$13.04,$13.04
30868,,,Conditioner Direct Leave In,250ml,Each,$12.22,$12.22
32127,,,Conditioner Don't Be Flaky Anti Dandruff,250ml,Each,$12.91,$12.91
30872,,,Conditioner Magnetic Restruxturing,250ml,Each,$13.85,$13.85
31650,,,Conditioner Root 66 (Volume),250ml,Each,$12.22,$12.22
30865,,,Conditioner Smooth As Silk,250ml,Each,$10.84,$10.84
30867,,,Conditioner Tea Tree Triple Treat,250ml,Each,$12.22,$12.22
31735,,,Conditioner Wellness System,250ml,Each,$12.22,$12.22
32090,,,Conditioning & Styling Elixer Wellness System,118ml,Each,$12.22,$12.22
30861,,,Shampoo 50/50 Balanced,250ml,Each,$10.84,$10.84
31705,,,Shampoo Colorflage Beautiful Blonde,250ml,Each,$13.04,$13.04
31713,,,Shampoo Colorflage Boldly Black,250ml,Each,$13.04,$13.04
31711,,,Shampoo Colorflage Brazenly Brunette,250ml,Each,$13.04,$13.04
31709,,,Shampoo Colorflage Perfectly Platinum,250ml,Each,$13.04,$13.04
31707,,,Shampoo Colorflage Remarkably Red,250ml,Each,$13.04,$13.04
32126,,,Shampoo Don't Be Flaky Anti Dandruff,250ml,Each,$12.91,$12.91
30863,,,Shampoo Golden Wheat,250ml,Each,$10.84,$10.84
30866,,,Shampoo Magnetic Energizing,250ml,Each,$13.85,$13.85
32089,,,Shampoo Power Dry Powder,50g,Each,$13.04,$13.04
31649,,,Shampoo Root 66,250ml,Each,$12.22,$12.22
31262,,,Shampoo Smooth As Silk,250ml,Each,$10.84,$10.84
30864,,,Shampoo Tea Tree Triple Treat,250ml,Each,$12.22,$12.22
31734,,,Shampoo Wellness System,250ml,Each,$12.22,$12.22
,,,HAIRCARE - GIOVANNI TREATMENTS,,,,
,,,Giovanni,,,,
32110,,,2chic Ultra-Moist Deep Deep Moisture Hair Mask,147ml,Each,$13.56,$13.56
32109,,,2chic Ultra-Moist Dual Action Leave-In Protective Spray,118ml,Each,$13.56,$13.56
32108,,,2chic Ultra-Moist Leave In Conditioning & Styling Elixir,118ml,Each,$13.56,$13.56
32269,,,2chic Ultra-Repair Hair Mask,150ml,Each,$13.56,$13.56
33270,,,2chic Ultra-Repair Leave-In Conditioning & Styling Elixir,118ml,Each,$13.56,$13.56
33271,,,2chic Ultra-Repair Super Potion Hair Oil Serum,81ml,Each,$13.56,$13.56
32045,,,2chic Ultra-Sleek Leave-In Conditioning & Styling Elixir,118ml,Each,$12.47,$12.47
32197,,,2chic Ultra-Volume Leave-In Elixir,118ml,Each,$13.56,$13.56
30994,,,Magnetic Power Treatment,150ml,Each,$14.94,$14.94
30871,,,Nutrafix Hair Reconstructor,200ml,Each,$12.22,$12.22
31909,,,Smooth as Silk Xtreme Protein Hair Infusion,150ml,Each,$13.85,$13.85
30870,,,Vitapro Fusion Leave-In Hair Treatment,150ml,Each,$10.84,$10.84
,,,HAIRCARE - GIOVANNI STYLING,,,,
,,,Giovanni,,,,
32171,,,2chic Ultra Sleek Hair Styling Wax,57g,Each,$14.93,$14.93
32170,,,2chic Ultra Sleek Soft Hold Styling Gel,150ml,Each,$13.85,$13.85
32111,,,2chic Ultra-Moist Super Potion Anti Frizz Binding Serum,53ml,Each,$13.56,$13.56
32047,,,2chic Ultra-Sleek Blow Out Styling Mist,118ml,Each,$12.47,$12.47
32046,,,2chic Ultra-Sleek Flat Iron Styling Mist,118ml,Each,$12.47,$12.47
32198,,,2chic Ultra-Volume Hair Spray,147ml,Each,$13.56,$13.56
32202,,,2chic Ultra-Volume Styling Mousse,210ml,Each,$13.56,$13.56
32203,,,2chic Ultra-Volume Super Potion Styling Booster,53ml,Each,$13.56,$13.56
30869,,,Frizz Be Gone,81ml,Each,$13.85,$13.85
30875,,,LA Hold Hair Spritz,147ml,Each,$12.22,$12.22
30874,,,LA Natural Styling Gel,200ml,Each,$13.85,$13.85
30883,,,Magnetic Attraction Gel,200ml,Each,$13.85,$13.85
30993,,,Magnetic Force Styling Wax,57g,Each,$14.94,$14.94
30873,,,More Body Hair Thickener,200ml,Each,$13.85,$13.85
30877,,,Natural Mousse Air Turbo Charged,207ml,Each,$13.31,$13.31
31148,,,Root 66 250ml Spray,250ml,Each,$13.85,$13.85
31155,,,Shine Of The Times – Shine Mist,100ml,Each,$13.85,$13.85
31147,,,Straight Fast Gel,200ml,Each,$15.48,$15.48
31151,,,Styling Glue,56g,Each,$14.94,$14.94
30876,,,Sunset Styling Lotion,250ml,Each,$10.84,$10.84
31651,,,Wicked Wax,57g,Each,$14.94,$14.94
,,,HAIRCARE - GIOVANNI BAMBINIS,,,,
,,,Giovanni,,,,
32123,,,2Chic Ultra-Moist Conditioner Avocado & Olive Oil,44ml,Each,$3.23,$3.23
32122,,,2Chic Ultra-Moist Shampoo Avocado & Olive Oil,44ml,Each,$3.23,$3.23
32125,,,2Chic Ultra-Sleek Conditioner Argan & Keratin Oil,44ml,Each,$3.23,$3.23
32124,,,2Chic Ultra-Sleek Shampoo Argan & Keratin Oil,44ml,Each,$3.23,$3.23
32201,,,2chic Ultra-Volume Conditioner Tangerine & Papaya,45ml,Each,$3.23,$3.23
32200,,,2chic Ultra-Volume Shampoo Tangerine & Papaya,45ml,Each,$3.23,$3.23
30937,,,Conditioner 50/50 Balanced,60ml,Each,$3.23,$3.23
30939,,,Conditioner Direct Leave In,60ml,Each,$4.32,$4.32
31654,,,Conditioner Root 66,60ml,Each,$3.23,$3.23
30938,,,Conditioner Smooth As Silk,60ml,Each,$3.23,$3.23
30935,,,Conditioner Tea Tree,60ml,Each,$3.23,$3.23
31716,,,L.A. Hold Styling Spritz Spray,60ml,Each,$4.32,$4.32
30940,,,L.A. Natural Styling Gel,60ml,Each,$4.32,$4.32
30936,,,Shampoo 50/50 Balanced,60ml,Each,$3.23,$3.23
31653,,,Shampoo Root 66,60ml,Each,$3.23,$3.23
31325,,,Shampoo Smooth As Silk,60ml,Each,$3.23,$3.23
30934,,,Shampoo Tea Tree,60ml,Each,$3.23,$3.23
,,,HAIRCARE - GIOVANNI SALON,,,,
,,,Giovanni,,,,
30990,,,Salon Smooth As Silk Conditioner,1lt,Each,$27.50,$27.50
31326,,,Salon Smooth As Silk Shampoo,1lt,Each,$27.50,$27.50
,,,BODYCARE - GIOVANNI BODYCARE,,,,
,,,Giovanni,,,,
32049,,,2chic Ultra-Sleek Body Lotion Brazilian Keratin + Argan Oil,250ml,Each,$12.47,$12.47
32048,,,2chic Ultra-Sleek body Wash Brazilian Keratin + Argan Oil,310ml,Each,$12.47,$12.47
32005,,,Shave Cream Invigorating Tea Tree & Mint,207ml,Each,$13.12,$13.12
32004,,,Shave Cream Sensitive Fragrance Free,207ml,Each,$13.12,$13.12
,,,HAIRCARE - GIOVANNI PROMOTIONAL,,,,
,,,Giovanni,,,,
30901,,,Conditioner 50/50 Balanced Sachet,7.4ml,Each,$0.55,$0.55
30902,,,Conditioner Smooth As Silk Sachet,7.4ml,Each,$0.55,$0.55
30903,,,Conditioner Tea Tree Sachet,7.4ml,Each,$0.55,$0.55
30899,,,Shampoo 50/50 Balanced Sachet,7.4ml,Each,$0.55,$0.55
30898,,,Shampoo Golden Wheat Sachet,7.4ml,Each,$0.55,$0.55
30900,,,Shampoo Tea Tree Sachet,7.4ml,Each,$0.55,$0.55
,,,HAIRCARE - TINTS PERMANENT,,,,
,,,Tints of Nature,,,,
31128,,,10N Natural Platinum Blonde Permanent Colour,120ml,Each,$15.76,$15.76
31129,,,10XL Extra Light Blonde Permanent Colour,120ml,Each,$15.76,$15.76
31108,,,1N Natural Black Permanent Colour,120ml,Each,$15.76,$15.76
31109,,,2N Natural Darkest Brown Permanent Colour,120ml,Each,$15.76,$15.76
31110,,,3N Natural Dark Brown Permanent Colour,120ml,Each,$15.76,$15.76
32015,,,4C Medium Ash Brown Permanent Colour,120ml,Each,$15.76,$15.76
31387,,,4CH Rich Chocolate Brown Permanent Colour,120ml,Each,$15.76,$15.76
31111,,,4M Medium Mahogany Brown Permanent Colour,120ml,Each,$15.76,$15.76
31112,,,4N Natural Medium Brown Permanent Colour,120ml,Each,$15.76,$15.76
31113,,,4RR Earth Red Permanent Colour,120ml,Each,$15.76,$15.76
31114,,,5D Light Golden Brown Permanent Colour,120ml,Each,$15.76,$15.76
32019,,,5FR Fiery Red Permanent Colour,120ml,Each,$15.76,$15.76
31115,,,5N Natural Light Brown Permanent Colour,120ml,Each,$15.76,$15.76
31116,,,5R Rich Copper Brown Permanent Colour,120ml,Each,$15.76,$15.76
31117,,,6C Dark Ash Blonde Permanent Colour,120ml,Each,$15.76,$15.76
31118,,,6N Natural Dark Blonde Permanent Colour,120ml,Each,$15.76,$15.76
32018,,,6R Dark Copper Blonde Permanent Colour,120ml,Each,$15.76,$15.76
31388,,,6TF Dark Toffee Blonde Permanent Colour,120ml,Each,$15.76,$15.76
31120,,,7D Medium Golden Blonde Permanent Colour,120ml,Each,$15.76,$15.76
31122,,,7N Natural Medium Blonde Permanent Colour,120ml,Each,$15.76,$15.76
31123,,,7R Soft Copper Blonde Permanent Colour,120ml,Each,$15.76,$15.76
32016,,,8C Ash Blonde Permanent Colour,120ml,Each,$15.76,$15.76
31125,,,8N Natural Light Blonde Permanent Colour,120ml,Each,$15.76,$15.76
32017,,,9D Very Light Golden Blonde Permanent Colour,120ml,Each,$15.76,$15.76
31603,,,Highlighting Kit (for dark brown to blonde hair),Each,Each,$19.01,$19.01
31604,,,Lightening Kit (for medium brown to blonde hair),Each,Each,$19.01,$19.01
,,,HAIRCARE - TINTS  RETAIL,,,,
,,,Tints of Nature,,,,
31727,,,Conditioner,200ml,Each,$11.95,$11.95
31724,,,Conditioner Seal and Shine Leave-In,200ml,Each,$11.95,$11.95
32067,,,Hydrate Treatment,150ml,Each,$19.47,$19.47
31722,,,Shampoo,250ml,Each,$11.95,$11.95
31723,,,Shampoo Sulfate Free,250ml,Each,$11.95,$11.95
32246,,,Structure Treatment,75ml,Each,$15.76,$15.76
,,,HAIRCARE - TINTS SEMI-PERMANENT,,,,
,,,Tints of Nature,,,,
32027,,,Black Semi Permanent,90ml,Each,$15.76,$15.76
32031,,,Copper Brown Semi Permanent,90ml,Each,$15.76,$15.76
32030,,,Copper Red Semi Permanent,90ml,Each,$15.76,$15.76
32028,,,Dark Brown Semi Permanent,90ml,Each,$15.76,$15.76
32034,,,Golden Blonde Semi Permanent,90ml,Each,$15.76,$15.76
32032,,,Golden Copper Blonde Semi Permanent,90ml,Each,$15.76,$15.76
32033,,,Mahogany Red Semi Permanent,90ml,Each,$15.76,$15.76
32029,,,Medium Chestnut Brown Semi Permanent,90ml,Each,$15.76,$15.76
,,,HAIRCARE - FAITH IN NATURE,,,,
,,,Faith in Nature,,,,
31841,,,Conditioner Aloe Vera,250ml,Each,$6.85,$6.85
31843,,,Conditioner Hemp & Meadowfoam,250ml,Each,$6.85,$6.85
31844,,,Conditioner Lavender & Geranium,250ml,Each,$6.85,$6.85
31845,,,Conditioner Neem & Propolis,250ml,Each,$6.85,$6.85
31834,,,Crystal Deodorant,100g,Each,$9.42,$9.42
31850,,,Shampoo Aloe Vera,250ml,Each,$6.85,$6.85
31837,,,Shampoo Hemp & Meadowfoam,250ml,Each,$6.85,$6.85
31838,,,Shampoo Lavender & Geranium,250ml,Each,$6.85,$6.85
31839,,,Shampoo Neem & Propolis,250ml,Each,$6.85,$6.85
,,,,,,,
SUPPLEMENTS & MEDICINAL,,,,,,,
,,,,,,,
,,,WELEDA - MEDICINES,,,,
,,,Weleda,,,,
30014,,,Achillea Comp.,30ml,Each,$10.28,$10.28
31378,,,Achillea Comp.,100ml,Each,$21.03,$21.03
30119,,,Aesculus Comp.,30ml,Each,$12.69,$12.69
30206,,,Aesculus Comp. Gel,36ml,Each,$17.33,$17.33
